type,mark,ask,bid,delta,strike,description,underlying_price,volatility,expiration
CALL,52.1063,52.6063,51.6063,0.762213,5860.0,SPXW_2025-01-03_C_5860,5903.46,17.9849,2025-01-03
CALL,48.3258,48.809,47.8425,0.736717,5865.0,SPXW_2025-01-03_C_5865,5903.46,17.9397,2025-01-03
CALL,44.6727,45.1195,44.226,0.709796,5870.0,SPXW_2025-01-03_C_5870,5903.46,17.8929,2025-01-03
CALL,41.1549,41.5664,40.7433,0.681534,5875.0,SPXW_2025-01-03_C_5875,5903.46,17.8452,2025-01-03
CALL,37.7789,38.1567,37.4011,0.652046,5880.0,SPXW_2025-01-03_C_5880,5903.46,17.7967,2025-01-03
CALL,34.5515,34.897,34.206,0.621468,5885.0,SPXW_2025-01-03_C_5885,5903.46,17.748,2025-01-03
CALL,31.4786,31.7934,31.1638,0.589961,5890.0,SPXW_2025-01-03_C_5890,5903.46,17.6996,2025-01-03
CALL,28.565,28.8506,28.2793,0.557711,5895.0,SPXW_2025-01-03_C_5895,5903.46,17.6517,2025-01-03
CALL,25.8006,26.0585,25.5425,0.524935,5900.0,SPXW_2025-01-03_C_5900,5903.46,17.5943,2025-01-03
CALL,23.2484,23.4809,23.0159,0.491826,5905.0,SPXW_2025-01-03_C_5905,5903.46,17.5719,2025-01-03
CALL,20.9031,21.1122,20.6941,0.458795,5910.0,SPXW_2025-01-03_C_5910,5903.46,17.5799,2025-01-03
CALL,18.7224,18.9096,18.5352,0.426105,5915.0,SPXW_2025-01-03_C_5915,5903.46,17.5883,2025-01-03
CALL,16.7037,16.8708,16.5367,0.393974,5920.0,SPXW_2025-01-03_C_5920,5903.46,17.5968,2025-01-03
CALL,14.8433,14.9918,14.6949,0.362607,5925.0,SPXW_2025-01-03_C_5925,5903.46,17.6055,2025-01-03
CALL,13.1367,13.268,13.0053,0.332191,5930.0,SPXW_2025-01-03_C_5930,5903.46,17.6143,2025-01-03
CALL,11.5783,11.6941,11.4625,0.302896,5935.0,SPXW_2025-01-03_C_5935,5903.46,17.6231,2025-01-03
CALL,10.162,10.2636,10.0604,0.274866,5940.0,SPXW_2025-01-03_C_5940,5903.46,17.6318,2025-01-03
CALL,8.8809,8.9697,8.7921,0.248224,5945.0,SPXW_2025-01-03_C_5945,5903.46,17.6403,2025-01-03
CALL,7.7278,7.8051,7.6505,0.223066,5950.0,SPXW_2025-01-03_C_5950,5903.46,17.6485,2025-01-03
CALL,6.6947,6.7616,6.6277,0.199463,5955.0,SPXW_2025-01-03_C_5955,5903.46,17.6565,2025-01-03
CALL,5.7738,5.8316,5.7161,0.177462,5960.0,SPXW_2025-01-03_C_5960,5903.46,17.664,2025-01-03
CALL,4.957,5.0066,4.9075,0.157087,5965.0,SPXW_2025-01-03_C_5965,5903.46,17.6712,2025-01-03
CALL,4.2362,4.2786,4.1939,0.138338,5970.0,SPXW_2025-01-03_C_5970,5903.46,17.678,2025-01-03
CALL,3.6033,3.6394,3.5673,0.121195,5975.0,SPXW_2025-01-03_C_5975,5903.46,17.6842,2025-01-03
CALL,3.0505,3.081,3.02,0.105621,5980.0,SPXW_2025-01-03_C_5980,5903.46,17.69,2025-01-03
CALL,2.5701,2.5958,2.5444,0.091561,5985.0,SPXW_2025-01-03_C_5985,5903.46,17.6952,2025-01-03
CALL,2.1549,2.1799,2.1299,0.07895,5990.0,SPXW_2025-01-03_C_5990,5903.46,17.7,2025-01-03
CALL,1.7979,1.8229,1.7729,0.06771,5995.0,SPXW_2025-01-03_C_5995,5903.46,17.7042,2025-01-03
CALL,1.4926,1.5176,1.4676,0.057752,6000.0,SPXW_2025-01-03_C_6000,5903.46,17.7078,2025-01-03
CALL,1.35,1.375,1.325,0.052147,6005.0,SPXW_2025-01-03_C_6005,5903.46,18.0396,2025-01-03
CALL,1.35,2.025,1.35,0.065824,6010.0,SPXW_2025-01-03_C_6010,5903.46,20.3709,2025-01-03
CALL,1.35,1.7263,1.35,0.057318,6015.0,SPXW_2025-01-03_C_6015,5903.46,20.375,2025-01-03
CALL,1.35,1.4663,1.35,0.049696,6020.0,SPXW_2025-01-03_C_6020,5903.46,20.3772,2025-01-03
CALL,1.2166,1.2416,1.1916,0.042912,6025.0,SPXW_2025-01-03_C_6025,5903.46,20.3794,2025-01-03
CALL,1.0229,1.0479,0.9979,0.036899,6030.0,SPXW_2025-01-03_C_6030,5903.46,20.3812,2025-01-03
CALL,0.8568,0.8818,0.8318,0.031597,6035.0,SPXW_2025-01-03_C_6035,5903.46,20.3827,2025-01-03
CALL,0.7149,0.7399,0.6899,0.026944,6040.0,SPXW_2025-01-03_C_6040,5903.46,20.384,2025-01-03
CALL,0.5942,0.6192,0.5692,0.022881,6045.0,SPXW_2025-01-03_C_6045,5903.46,20.3853,2025-01-03
CALL,0.4918,0.5168,0.4668,0.019344,6050.0,SPXW_2025-01-03_C_6050,5903.46,20.3854,2025-01-03
CALL,0.4055,0.4305,0.3805,0.016285,6055.0,SPXW_2025-01-03_C_6055,5903.46,20.3854,2025-01-03
CALL,0.333,0.358,0.308,0.013652,6060.0,SPXW_2025-01-03_C_6060,5903.46,20.3854,2025-01-03
CALL,0.2724,0.2974,0.2474,0.011396,6065.0,SPXW_2025-01-03_C_6065,5903.46,20.3854,2025-01-03
CALL,0.222,0.247,0.197,0.009473,6070.0,SPXW_2025-01-03_C_6070,5903.46,20.3854,2025-01-03
CALL,0.1802,0.2052,0.1552,0.007842,6075.0,SPXW_2025-01-03_C_6075,5903.46,20.3854,2025-01-03
CALL,0.1457,0.1707,0.1207,0.006464,6080.0,SPXW_2025-01-03_C_6080,5903.46,20.3854,2025-01-03
CALL,0.1173,0.1423,0.0923,0.005305,6085.0,SPXW_2025-01-03_C_6085,5903.46,20.3854,2025-01-03
CALL,0.0941,0.1191,0.0691,0.004336,6090.0,SPXW_2025-01-03_C_6090,5903.46,20.3854,2025-01-03
CALL,0.0752,0.1002,0.0502,0.003529,6095.0,SPXW_2025-01-03_C_6095,5903.46,20.3854,2025-01-03
CALL,0.0598,0.0848,0.0348,0.00286,6100.0,SPXW_2025-01-03_C_6100,5903.46,20.3854,2025-01-03
CALL,0.0474,0.0724,0.0224,0.002307,6105.0,SPXW_2025-01-03_C_6105,5903.46,20.3854,2025-01-03
CALL,0.0374,0.0624,0.0124,0.001854,6110.0,SPXW_2025-01-03_C_6110,5903.46,20.3854,2025-01-03
CALL,0.0294,0.06,0.01,0.001483,6115.0,SPXW_2025-01-03_C_6115,5903.46,20.3854,2025-01-03
CALL,0.0231,0.06,0.01,0.001182,6120.0,SPXW_2025-01-03_C_6120,5903.46,20.3854,2025-01-03
CALL,0.018,0.06,0.01,0.000938,6125.0,SPXW_2025-01-03_C_6125,5903.46,20.3854,2025-01-03
CALL,0.014,0.06,0.01,0.000741,6130.0,SPXW_2025-01-03_C_6130,5903.46,20.3854,2025-01-03
CALL,0.0108,0.06,0.01,0.000583,6135.0,SPXW_2025-01-03_C_6135,5903.46,20.3854,2025-01-03
CALL,0.0083,0.06,0.0083,0.000456,6140.0,SPXW_2025-01-03_C_6140,5903.46,20.3854,2025-01-03
CALL,0.0064,0.06,0.0064,0.000356,6145.0,SPXW_2025-01-03_C_6145,5903.46,20.3854,2025-01-03
CALL,0.0049,0.06,0.0049,0.000276,6150.0,SPXW_2025-01-03_C_6150,5903.46,20.3854,2025-01-03
CALL,0.0037,0.06,0.0037,0.000214,6155.0,SPXW_2025-01-03_C_6155,5903.46,20.3854,2025-01-03
CALL,0.0028,0.06,0.0028,0.000165,6160.0,SPXW_2025-01-03_C_6160,5903.46,20.3854,2025-01-03
CALL,0.0021,0.06,0.0021,0.000126,6165.0,SPXW_2025-01-03_C_6165,5903.46,20.3854,2025-01-03
CALL,0.0016,0.06,0.0016,9.6e-05,6170.0,SPXW_2025-01-03_C_6170,5903.46,20.3854,2025-01-03
CALL,0.0012,0.06,0.0012,7.3e-05,6175.0,SPXW_2025-01-03_C_6175,5903.46,20.3854,2025-01-03
CALL,0.0009,0.06,0.0009,5.5e-05,6180.0,SPXW_2025-01-03_C_6180,5903.46,20.3854,2025-01-03
CALL,0.0007,0.06,0.0007,4.2e-05,6185.0,SPXW_2025-01-03_C_6185,5903.46,20.3854,2025-01-03
CALL,0.0005,0.06,0.0005,3.1e-05,6190.0,SPXW_2025-01-03_C_6190,5903.46,20.3854,2025-01-03
CALL,0.0004,0.06,0.0004,2.3e-05,6195.0,SPXW_2025-01-03_C_6195,5903.46,20.3854,2025-01-03
CALL,0.0003,0.06,0.0003,1.7e-05,6200.0,SPXW_2025-01-03_C_6200,5903.46,20.3854,2025-01-03
CALL,0.0002,0.06,0.0002,1.3e-05,6205.0,SPXW_2025-01-03_C_6205,5903.46,20.3854,2025-01-03
CALL,0.0001,0.06,0.0001,1.0e-05,6210.0,SPXW_2025-01-03_C_6210,5903.46,20.3854,2025-01-03
CALL,0.0001,0.06,0.0001,7.0e-06,6215.0,SPXW_2025-01-03_C_6215,5903.46,20.3854,2025-01-03
CALL,0.0001,0.06,0.0001,5.0e-06,6220.0,SPXW_2025-01-03_C_6220,5903.46,20.3854,2025-01-03
CALL,0.0001,0.06,0.0001,4.0e-06,6225.0,SPXW_2025-01-03_C_6225,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,3.0e-06,6230.0,SPXW_2025-01-03_C_6230,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,2.0e-06,6235.0,SPXW_2025-01-03_C_6235,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,1.0e-06,6240.0,SPXW_2025-01-03_C_6240,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,1.0e-06,6245.0,SPXW_2025-01-03_C_6245,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,1.0e-06,6250.0,SPXW_2025-01-03_C_6250,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,1.0e-06,6255.0,SPXW_2025-01-03_C_6255,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6260.0,SPXW_2025-01-03_C_6260,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6265.0,SPXW_2025-01-03_C_6265,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6270.0,SPXW_2025-01-03_C_6270,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6275.0,SPXW_2025-01-03_C_6275,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6280.0,SPXW_2025-01-03_C_6280,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6285.0,SPXW_2025-01-03_C_6285,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6290.0,SPXW_2025-01-03_C_6290,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6295.0,SPXW_2025-01-03_C_6295,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6300.0,SPXW_2025-01-03_C_6300,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6305.0,SPXW_2025-01-03_C_6305,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6310.0,SPXW_2025-01-03_C_6310,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6315.0,SPXW_2025-01-03_C_6315,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6320.0,SPXW_2025-01-03_C_6320,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6325.0,SPXW_2025-01-03_C_6325,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6330.0,SPXW_2025-01-03_C_6330,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6335.0,SPXW_2025-01-03_C_6335,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6340.0,SPXW_2025-01-03_C_6340,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6345.0,SPXW_2025-01-03_C_6345,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6350.0,SPXW_2025-01-03_C_6350,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6355.0,SPXW_2025-01-03_C_6355,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6360.0,SPXW_2025-01-03_C_6360,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6365.0,SPXW_2025-01-03_C_6365,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6370.0,SPXW_2025-01-03_C_6370,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6375.0,SPXW_2025-01-03_C_6375,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6380.0,SPXW_2025-01-03_C_6380,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6385.0,SPXW_2025-01-03_C_6385,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6390.0,SPXW_2025-01-03_C_6390,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6395.0,SPXW_2025-01-03_C_6395,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6400.0,SPXW_2025-01-03_C_6400,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6405.0,SPXW_2025-01-03_C_6405,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6410.0,SPXW_2025-01-03_C_6410,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6415.0,SPXW_2025-01-03_C_6415,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6420.0,SPXW_2025-01-03_C_6420,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6425.0,SPXW_2025-01-03_C_6425,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6430.0,SPXW_2025-01-03_C_6430,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6435.0,SPXW_2025-01-03_C_6435,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6440.0,SPXW_2025-01-03_C_6440,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6445.0,SPXW_2025-01-03_C_6445,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6450.0,SPXW_2025-01-03_C_6450,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6455.0,SPXW_2025-01-03_C_6455,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6460.0,SPXW_2025-01-03_C_6460,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6465.0,SPXW_2025-01-03_C_6465,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6470.0,SPXW_2025-01-03_C_6470,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6475.0,SPXW_2025-01-03_C_6475,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6480.0,SPXW_2025-01-03_C_6480,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6485.0,SPXW_2025-01-03_C_6485,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6490.0,SPXW_2025-01-03_C_6490,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6495.0,SPXW_2025-01-03_C_6495,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6500.0,SPXW_2025-01-03_C_6500,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6505.0,SPXW_2025-01-03_C_6505,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6510.0,SPXW_2025-01-03_C_6510,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6515.0,SPXW_2025-01-03_C_6515,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6520.0,SPXW_2025-01-03_C_6520,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6525.0,SPXW_2025-01-03_C_6525,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6530.0,SPXW_2025-01-03_C_6530,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6535.0,SPXW_2025-01-03_C_6535,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6540.0,SPXW_2025-01-03_C_6540,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6545.0,SPXW_2025-01-03_C_6545,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6550.0,SPXW_2025-01-03_C_6550,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6555.0,SPXW_2025-01-03_C_6555,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6560.0,SPXW_2025-01-03_C_6560,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6565.0,SPXW_2025-01-03_C_6565,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6570.0,SPXW_2025-01-03_C_6570,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6575.0,SPXW_2025-01-03_C_6575,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6580.0,SPXW_2025-01-03_C_6580,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6585.0,SPXW_2025-01-03_C_6585,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6590.0,SPXW_2025-01-03_C_6590,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6595.0,SPXW_2025-01-03_C_6595,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6600.0,SPXW_2025-01-03_C_6600,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6605.0,SPXW_2025-01-03_C_6605,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6610.0,SPXW_2025-01-03_C_6610,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6615.0,SPXW_2025-01-03_C_6615,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6620.0,SPXW_2025-01-03_C_6620,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6625.0,SPXW_2025-01-03_C_6625,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6630.0,SPXW_2025-01-03_C_6630,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6635.0,SPXW_2025-01-03_C_6635,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6640.0,SPXW_2025-01-03_C_6640,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6645.0,SPXW_2025-01-03_C_6645,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6650.0,SPXW_2025-01-03_C_6650,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6655.0,SPXW_2025-01-03_C_6655,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6660.0,SPXW_2025-01-03_C_6660,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6665.0,SPXW_2025-01-03_C_6665,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6670.0,SPXW_2025-01-03_C_6670,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6675.0,SPXW_2025-01-03_C_6675,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6680.0,SPXW_2025-01-03_C_6680,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6685.0,SPXW_2025-01-03_C_6685,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6690.0,SPXW_2025-01-03_C_6690,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6695.0,SPXW_2025-01-03_C_6695,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6700.0,SPXW_2025-01-03_C_6700,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6705.0,SPXW_2025-01-03_C_6705,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6710.0,SPXW_2025-01-03_C_6710,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6715.0,SPXW_2025-01-03_C_6715,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6720.0,SPXW_2025-01-03_C_6720,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6725.0,SPXW_2025-01-03_C_6725,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6730.0,SPXW_2025-01-03_C_6730,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6735.0,SPXW_2025-01-03_C_6735,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6740.0,SPXW_2025-01-03_C_6740,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6745.0,SPXW_2025-01-03_C_6745,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6750.0,SPXW_2025-01-03_C_6750,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6755.0,SPXW_2025-01-03_C_6755,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6760.0,SPXW_2025-01-03_C_6760,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6765.0,SPXW_2025-01-03_C_6765,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6770.0,SPXW_2025-01-03_C_6770,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6775.0,SPXW_2025-01-03_C_6775,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6780.0,SPXW_2025-01-03_C_6780,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6785.0,SPXW_2025-01-03_C_6785,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6790.0,SPXW_2025-01-03_C_6790,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6795.0,SPXW_2025-01-03_C_6795,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6800.0,SPXW_2025-01-03_C_6800,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6805.0,SPXW_2025-01-03_C_6805,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6810.0,SPXW_2025-01-03_C_6810,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6815.0,SPXW_2025-01-03_C_6815,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6820.0,SPXW_2025-01-03_C_6820,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6825.0,SPXW_2025-01-03_C_6825,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6830.0,SPXW_2025-01-03_C_6830,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6835.0,SPXW_2025-01-03_C_6835,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6840.0,SPXW_2025-01-03_C_6840,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6845.0,SPXW_2025-01-03_C_6845,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6850.0,SPXW_2025-01-03_C_6850,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6855.0,SPXW_2025-01-03_C_6855,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6860.0,SPXW_2025-01-03_C_6860,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6865.0,SPXW_2025-01-03_C_6865,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6870.0,SPXW_2025-01-03_C_6870,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6875.0,SPXW_2025-01-03_C_6875,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6880.0,SPXW_2025-01-03_C_6880,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6885.0,SPXW_2025-01-03_C_6885,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6890.0,SPXW_2025-01-03_C_6890,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6895.0,SPXW_2025-01-03_C_6895,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6900.0,SPXW_2025-01-03_C_6900,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6905.0,SPXW_2025-01-03_C_6905,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6910.0,SPXW_2025-01-03_C_6910,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6915.0,SPXW_2025-01-03_C_6915,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6920.0,SPXW_2025-01-03_C_6920,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6925.0,SPXW_2025-01-03_C_6925,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6930.0,SPXW_2025-01-03_C_6930,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6935.0,SPXW_2025-01-03_C_6935,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6940.0,SPXW_2025-01-03_C_6940,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6945.0,SPXW_2025-01-03_C_6945,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6950.0,SPXW_2025-01-03_C_6950,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6955.0,SPXW_2025-01-03_C_6955,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6960.0,SPXW_2025-01-03_C_6960,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6965.0,SPXW_2025-01-03_C_6965,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6970.0,SPXW_2025-01-03_C_6970,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6975.0,SPXW_2025-01-03_C_6975,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6980.0,SPXW_2025-01-03_C_6980,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6985.0,SPXW_2025-01-03_C_6985,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6990.0,SPXW_2025-01-03_C_6990,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,6995.0,SPXW_2025-01-03_C_6995,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,7000.0,SPXW_2025-01-03_C_7000,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,7005.0,SPXW_2025-01-03_C_7005,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,7010.0,SPXW_2025-01-03_C_7010,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,7015.0,SPXW_2025-01-03_C_7015,5903.46,20.3854,2025-01-03
